id,user,chat,query,model,stage,status,feedbackscore,date,time,retrycount,feedbackcomment
2879,jhpark,444,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-25,16:55:29,0,
2878,jhpark,443,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:47:36,0,
2877,jhpark,442,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,16:45:28,0,
2876,jhpark,441,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-25,16:45:19,0,
2875,jhpark,441,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:44:57,0,
2874,jhpark,441,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:42:49,0,
2873,jhpark,441,부산 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-25,16:41:29,0,
2872,jhpark,441,부산 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:40:56,0,
2871,jhpark,441,부산 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:39:37,0,
2870,jhpark,441,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:39:01,0,
2869,jhpark,441,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:36:01,0,
2868,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-25,16:35:17,0,
2867,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,PENDING,,2025-11-25,16:35:02,0,
2866,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-25,16:33:30,0,
2865,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:33:17,0,
2864,jhpark,440,부산 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-25,16:31:36,0,
2863,jhpark,440,부산 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:31:22,0,
2862,jhpark,440,부산 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-25,16:31:05,0,
2861,jhpark,440,부산 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:30:51,0,
2860,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-25,16:30:42,0,
2859,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:29:16,0,
2858,jhpark,440,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,16:27:40,0,
2857,jhpark,439,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-25,16:27:28,0,
2856,jhpark,439,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,PENDING,,2025-11-25,16:27:14,0,
2855,jhpark,439,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,PENDING,,2025-11-25,16:26:44,0,
2854,jhpark,439,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,FAIL,,2025-11-25,16:26:31,0,
2853,jhpark,439,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:26:28,0,
2852,jhpark,439,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:26:15,0,
2851,jhpark,438,부산 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:24:32,0,
2850,jhpark,438,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:24:23,0,
2849,jhpark,437,부산 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:23:35,0,
2848,jhpark,437,부산 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,16:23:06,0,
2847,jhpark,437,부산 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,16:18:43,0,
2846,jhpark,436,부산 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:18:30,0,
2845,jhpark,436,부산 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,16:17:34,0,
2844,jhpark,435,부산 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,16:15:33,0,
2843,jhpark,434,부산 정수장 코드 알려,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,16:15:14,0,
2842,jhpark,434,부산 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:14:53,0,
2841,jhpark,434,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,16:11:02,0,
2840,jhpark,431,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,16:03:16,0,
2839,jhpark,433,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-25,15:46:11,0,
2838,jhpark,432,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-25,15:45:41,0,
2837,jhpark,431,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,15:44:10,0,
2836,jhpark,430,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,15:30:49,0,
2835,jhpark,429,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,15:29:39,0,
2834,jhpark,429,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,15:28:12,0,
2833,jhpark,429,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,15:26:48,0,
2832,jhpark,427,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,PENDING,,2025-11-25,15:06:50,0,
2831,jhpark,428,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,15:06:14,0,
2830,jhpark,427,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,15:04:21,0,
2829,jhpark,426,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,15:03:07,0,
2828,jhpark,426,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,15:02:58,0,
2827,jhpark,426,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,15:01:17,0,
2826,jhpark,426,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,15:00:41,0,
2825,jhpark,425,청주 정수장 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,14:58:31,0,
2824,jhpark,425,청주 정수장 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,14:58:15,0,
2823,jhpark,425,청주 정수장 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,14:57:27,0,
2822,jhpark,424,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,14:56:40,0,
2821,jhpark,424,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,14:06:37,0,
2820,jhpark,418,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,PENDING,,2025-11-25,14:03:28,0,
2819,jhpark,418,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,14:02:57,0,
2818,jhpark,423,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,13:59:42,0,
2817,jhpark,422,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,13:59:12,0,
2816,jhpark,421,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,13:57:31,0,
2815,jhpark,421,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,13:54:18,0,
2814,jhpark,421,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,13:53:04,0,
2813,jhpark,421,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,13:27:00,0,
2812,jhpark,420,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,13:24:15,0,
2811,jhpark,419,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,13:15:41,0,
2810,seok,405,"현재 수도권역의 순시 계측 데이터 중 이상값인 NULL,0 인 경우를 가진 태그를 찾아줘",GPT-5,2. 질문 분석,SUCCESS,,2025-11-25,13:14:09,0,
2809,jhpark,418,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,PENDING,,2025-11-25,13:13:56,0,
2808,seok,405,"서울광역권에서 지난주에 발생한 누수 이벤트가 있었던 지점별 탁도 변동 폭(최대-최소)과 단위, 이벤트 내용 알려줘",GPT-5,3. 메타 조회,SUCCESS,,2025-11-25,13:11:18,0,
2807,jhpark,417,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,PENDING,,2025-11-25,13:09:42,0,
2806,seok,405,"전북,강원권역에서 경보 기능을 가진 태그들의 최근 순시값을 확인해줘",GPT-5,1. 모델 상태 확인,SUCCESS,,2025-11-25,13:08:14,0,
2805,seok,405,최근 7일간의 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 지역본부 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,GPT-5,1. 모델 상태 확인,SUCCESS,,2025-11-25,13:06:10,0,
2804,seok,405,"본부,사이트 매핑을 기준으로, 특정 본부 산하 사이트별 1시간 유역 집계 평균과 최댓값을 비교해줘",GPT-5,4. SQL 검증,SUCCESS,,2025-11-25,13:02:33,0,
2803,jhpark,417,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,12:50:43,0,
2802,jhpark,416,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,12:49:40,0,
2801,jhpark,415,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,PENDING,,2025-11-25,12:49:14,0,
2800,jhpark,391,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,PENDING,,2025-11-25,12:47:28,0,
2799,jhpark,414,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,PENDING,,2025-11-25,12:31:27,0,
2798,seok,411,2025년 9월 7개권역 유역별 1분 원시 수집 누락률을 계산해 비교해줘,GPT-5,1. 모델 상태 확인,SUCCESS,,2025-11-25,11:24:12,0,
2797,jhpark,408,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-25,10:11:42,0,
2796,jhpark,407,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-25,09:27:16,0,
2795,jhpark,406,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,18:02:33,0,
2794,seok,405,최근 7일 간 용수공급량 순시 대표와 순시 서브정의를 적용해 사업장별 실시간 공급량 추정값의 일 단위 총합을 계산해줘,GPT-5,4. SQL 검증,SUCCESS,,2025-11-24,17:53:32,1,
2793,jhpark,404,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-24,17:28:00,0,
2792,jhpark,404,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,17:25:32,0,
2791,jhpark,404,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,17:23:02,0,
2790,jhpark,403,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-24,17:22:56,0,
2789,jhpark,402,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-24,16:54:11,0,
2788,jhpark,401,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,16:52:21,0,
2787,jhpark,401,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-24,16:52:12,0,
2786,jhpark,400,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-24,16:51:55,0,
2785,jhpark,400,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-24,16:51:50,0,
2784,jhpark,400,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-24,16:46:20,0,
2783,jhpark,399,청주 정수장 코드 알려줘,GPT-4,5. 결과 요약,SUCCESS,,2025-11-24,16:34:54,0,
2782,jhpark,399,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-24,16:27:57,0,
2781,jhpark,398,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-24,16:26:27,0,
2780,jhpark,397,청주 정수장 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-24,16:24:20,0,
2779,seok,396,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,Gemini 2.5 Pro,2. 질문 분석,SUCCESS,,2025-11-24,16:17:06,0,
2778,kt01,395,현재 답변가능한 데이터의 날짜가 언제부터 언제까지인가요?,GPT-4o,3. 메타 조회,FAIL,,2025-11-24,14:50:46,0,
2777,jhpark,394,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-24,13:26:53,0,
2776,jhpark,393,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,13:26:30,0,
2775,jhpark,392,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-24,13:22:26,0,
2774,jhpark,391,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-24,13:22:03,0,
2773,kt01,390,2025년 8월 중 청주정수장의 pH가 가장 낮았던 날,GPT-4o,3. 메타 조회,SUCCESS,,2025-11-24,11:29:18,3,
2772,kt01,390,2025년 8월 중 청주정수장의 pH가 가장 낮았던 날의 약품투입량은?,GPT-4o,5. 결과 요약,SUCCESS,,2025-11-24,11:12:39,1,
2771,kt01,389,2025년 8월 중 청주정수장의 pH가 가장 낮았던 날의 약품투입량은?,GPT-4o,5. 결과 요약,SUCCESS,,2025-11-24,11:09:13,2,
2770,kt01,388,2025년 8월 중 청주정수장의 pH가 가장 낮았던 날의 약품투입량은?,GPT-4o,5. 결과 요약,FAIL,,2025-11-24,11:08:00,4,
2769,jhpark,387,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,10:18:26,0,
2768,seok,386,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,Claude Sonnet 4.5,5. 결과 요약,SUCCESS,,2025-11-24,10:05:02,0,
2767,seok,350,8월 중 pH가 가장 낮았던 날의 약품투입량은?,Claude Haiku 4.5,1. 모델 상태 확인,SUCCESS,,2025-11-24,09:36:31,0,
2766,jhpark,385,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-24,09:34:35,0,
2765,jhpark,384,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,09:34:19,0,
2764,jhpark,383,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-24,09:24:28,0,
2763,jhpark,383,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-24,09:23:48,0,
2762,jhpark,382,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-24,09:23:25,0,
2761,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-24,09:22:56,0,
2760,seok,381,최근 7일간의 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 지역본부 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,Claude Sonnet 4.5,2. 질문 분석,SUCCESS,,2025-11-24,09:22:09,0,
2759,seok,381,최근 7일간의 태그(138973~138976)에 대한 일별 계측값을 조회하여 각 데이터를 지역본부 단위로 그룹화하고 추가로 전일 전체 전력 사용량 합계를 본부별로 집계해줘,Gemini 2.5 Pro,1. 모델 상태 확인,SUCCESS,,2025-11-24,09:20:37,0,
2758,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-23,12:39:41,0,
2757,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-23,12:30:51,0,
2756,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-23,12:29:51,0,
2755,kt04,273,질문할때 가이드라인 알려줘,GPT-4.1 Mini,3. 메타 조회,FAIL,,2025-11-21,18:03:57,0,
2754,kt04,273,시스템 메타 정보 질문은 데이터 조회 범위를 벗어나 처리할 수 없습니다 이건 무슨뜻이야,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-21,18:02:00,0,
2753,kt04,273,보유하고 있는 RWIS 데이터 기간은 어떻게돼,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-21,18:00:58,0,
2752,kt04,273,2026년 낙동강 수위 예측해줘,GPT-4.1 Mini,1. 모델 상태 확인,FAIL,,2025-11-21,18:00:18,0,
2751,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:29:30,0,
2750,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,17:28:35,0,
2749,jhpark,380,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:28:07,0,
2748,jhpark,379,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,17:25:13,0,
2747,jhpark,378,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:21:30,0,
2746,jhpark,377,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:18:14,0,
2745,jhpark,376,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-21,17:17:39,0,
2744,jhpark,375,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,17:17:24,0,
2743,jhpark,375,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,17:16:45,0,
2742,jhpark,375,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:16:04,0,
2741,jhpark,374,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:15:48,0,
2740,jhpark,374,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,17:15:05,0,
2739,jhpark,374,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,17:14:39,0,
2738,jhpark,374,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:13:49,0,
2737,jhpark,374,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:10:08,0,
2736,jhpark,373,청주 정수장 코드 알려,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,17:07:55,0,
2735,jhpark,372,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,17:07:36,0,
2734,jhpark,372,처웆 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,17:06:45,0,
2733,jhpark,372,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,17:06:20,0,
2732,jhpark,371,청주 정수장 코드 알려줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,17:05:28,0,
2731,jhpark,370,청주 정수장 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-21,17:01:53,0,
2730,jhpark,368,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:57:20,0,
2729,jhpark,367,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:56:51,0,
2728,jhpark,366,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:56:32,0,
2727,jhpark,366,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:55:57,0,
2726,jhpark,358,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:36:07,0,
2725,jhpark,358,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:35:26,0,
2724,jhpark,358,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,16:35:17,0,
2723,jhpark,358,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:28:04,0,
2722,jhpark,357,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,16:27:48,0,
2721,jhpark,357,청주 정수장 코드 알려줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,16:27:03,0,
2720,jhpark,356,청주 정수장 코드 알려줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-21,16:26:48,0,
2719,jhpark,356,청주 정수장 코드 알려줘,GPT-4.1 Mini,4. SQL 검증,SUCCESS,,2025-11-21,16:25:39,0,
2718,jhpark,356,ㅁㅁ,GPT-4.1 Mini,2. 질문 분석,FAIL,,2025-11-21,16:24:46,0,
2717,jhpark,355,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:19:54,0,
2716,jhpark,354,청주 정수장 코드 알려,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,16:18:23,0,
2715,jhpark,353,청주 정수장 코드 알려,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-21,16:17:38,0,
2714,jhpark,353,청주 정수장 코드 알려줘,GPT-4.1 Mini,5. 결과 요약,SUCCESS,,2025-11-21,16:16:57,0,
2713,jhpark,352,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,3. 메타 조회,FAIL,,2025-11-21,13:33:16,4,
2712,jhpark,352,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,1. 모델 상태 확인,FAIL,,2025-11-21,13:32:08,4,
2711,jhpark,352,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,13:15:44,1,
2710,jhpark,349,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,2. 질문 분석,SUCCESS,,2025-11-21,13:08:10,0,
2709,jhpark,349,2025년 9월 용수공급량 대표 tagsn 기준으로 사업장별 일 집계과 월 누계를 보여줘,GPT-4.1 Mini,1. 모델 상태 확인,SUCCESS,,2025-11-21,13:05:44,2,
2708,seok,351,2025년도 9월 경기동남권 수위 데이터 알려줘,Claude Sonnet 4.5,2. 질문 분석,SUCCESS,,2025-11-21,10:56:49,1,
2707,seok,351,2025년도 9월 경기동남권 수위 데이터 알려줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-21,10:52:17,0,
2706,seok,351,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,5. 결과 요약,SUCCESS,,2025-11-21,10:50:59,0,
2705,seok,350,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,Claude Haiku 4.5,2. 질문 분석,SUCCESS,,2025-11-21,10:48:09,0,
2704,seok,350,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-21,10:47:04,0,
2703,seok,267,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1 Mini,3. 메타 조회,SUCCESS,,2025-11-21,10:46:02,1,
2702,seok,267,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-21,10:25:50,0,
2701,seok,347,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,3. 메타 조회,SUCCESS,,2025-11-21,10:20:45,0,
2700,seok,346,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-21,10:16:53,0,
2699,seok,346,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-21,10:14:20,0,
2698,seok,345,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,1. 모델 상태 확인,SUCCESS,,2025-11-21,10:13:25,0,
2697,seok,343,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,2. 질문 분석,SUCCESS,,2025-11-21,10:12:48,0,
2696,seok,343,용수 공급량 대표 태그별로 서브 태그들의 합산 방식과 실제 집계값을 비교 분석해줘,GPT-4.1,1. 모델 상태 확인,SUCCESS,,2025-11-21,10:11:47,0,
